MP NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED DATE,ALLOCATION AMOUNT,IDA APPROVAL,STATUS,HOUSE,ALLOCATION_AMOUNT_NUM,RECOMMENDED_DATE_PARSED,RECOMMENDED_DATE,PROJECT_ID,PROJECT_AGE_DAYS,FUTURE_DATE_FLAG,MISSING_DATE_FLAG,MISSING_AMOUNT_FLAG,ZERO_OR_NEGATIVE_AMOUNT_FLAG,MISSING_CRITICAL_FIELDS
Shri Sant Balbir Singh,"WS/MP140/2023-2024/8587 - Construction of roads, approach roads, link roads and pathways",Repair and Renovation,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER KAPURTHALA_IDA,,,SULTANPUR LODHI,Sherpur Dona (13),8/9/2023,700000,Approved by IDA,Sanctioned,Rajya Sabha,700000,9/8/2023,9/8/2023,MPLADS_13853cefee357028,1092,0,0,0,0,0
Sudarshan Bhagat,WS/MP866/2023-2024/12618 - Construction of rainwater harvesting structures,Normal/Others,Jharkhand,LOHARDAGA(ST),DEPUTY COMMISSIONER RANCHI_IDA,,,MANDAR,Tangarbasuli,8/23/2023,960000,Approved by IDA,Sanctioned,Lok Sabha,960000,,,MPLADS_9f672e026785aa25,,0,1,0,0,0
Sanjay Seth,WS/MP435/2023-2024/45339 - Construction of community centers and community halls,Normal/Others,Jharkhand,RANCHI,DEPUTY COMMISSIONER RANCHI_IDA,,,ANGARA,Jonha,11/4/2023,1074900,Approved by IDA,Sanctioned,Lok Sabha,1074900,4/11/2023,4/11/2023,MPLADS_e03e55a34e53336b,1242,0,0,0,0,0
SHRI K T S Tulsi,"WS/MP177/2023-2024/1484 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,Sitting Rajya Sabha,DISTRICT COLLECTOR BILASPUR_IDA,,,BELHA,Selar,6/23/2023,1500000,Approved by IDA,Sanctioned,Rajya Sabha,1500000,,,MPLADS_a87fd5a99cab7da2,,0,1,0,0,0
Geeta Kora,WS/MP609/2023-2024/84379 - Lighting of public spaces,Normal/Others,Jharkhand,SINGHBHUM(ST),Deputy Commissioner saraikela_IDA,,,Adityapur(Gamharia),Narainpur,1/18/2024,787000,Approved by IDA,Sanctioned,Lok Sabha,787000,,,MPLADS_2b66a46d6c94fe42,,0,1,0,0,0
Smt Kanta Kardam,WS/MP020/2023-2024/42557 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,DANPUR,Mumrejpur,10/31/2023,299500,Approved by IDA,Sanctioned,Rajya Sabha,299500,,,MPLADS_6fa54c42db558ea5,,0,1,0,0,0
Pashupati Nath Singh,"WS/MP434/2023-2024/19060 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD_IDA,Dhanbad,23,,,9/12/2023,350000,Approved by IDA,Sanctioned,Lok Sabha,350000,12/9/2023,12/9/2023,MPLADS_f00b347d6ce9bb58,1000,0,0,0,0,0
Ramakant Bhargava,WS/MP649/2023-2024/19797 - Purchase of mobile water tankers,Normal/Others,Madhya Pradesh,VIDISHA,DISTRICT COLLECTOR RAISEN_IDA,,,OBAIDALLAGANJ,Ghat Pipaliya,9/13/2023,163176,Approved by IDA,Sanctioned,Lok Sabha,163176,,,MPLADS_ea6fd9742c6d426c,,0,1,0,0,0
Vijay Baghel,"WS/MP568/2023-2024/14974 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,DURG,DISTRICT COLLECTOR DURG_IDA,,,PATAN,Darbar Mokhli,9/1/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,1/9/2023,1/9/2023,MPLADS_48f2398754142718,1334,0,0,0,0,0
Gajendra Singh Patel,WS/MP641/2023-2024/8161 - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Madhya Pradesh,KHARGONE(ST),DISTRICT COLLECTOR BADWANI_IDA,Sendhwa,वार्ड न 08,,,8/6/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,6/8/2023,6/8/2023,MPLADS_458d0fab07fe4263,1184,0,0,0,0,0
Shri Rajmani Patel,WS/MP105/2023-2024/24461 - Improvement of electricity distribution infrastructure,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR REWA_IDA,Dabhaura,ward number 6,,,9/21/2023,155800,Approved by IDA,Sanctioned,Rajya Sabha,155800,,,MPLADS_7323ef8248ad3a26,,0,1,0,0,0
Aneel Prasad Hegde (SRS),"WS/MP832/2023-2024/19934 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER MUNGER_IDA,,,DHARHARA,Bangalma,9/14/2023,350000,Approved by IDA,Sanctioned,Rajya Sabha,350000,,,MPLADS_80c8bb671fd70a05,,0,1,0,0,0
Rajdeep Roy,"WS/MP494/2023-2024/27702 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Assam,SILCHAR,DEPUTY COMMISSIONER CACHAR_IDA,Silchar,16,,,9/27/2023,300000,Approved by IDA,Sanctioned,Lok Sabha,300000,,,MPLADS_87acbaf5ac81a01b,,0,1,0,0,0
Shri Amar Singh,"WS/MP380/2023-2024/3668 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Punjab,FATEHGARH SAHIB(SC),DEPUTY COMMISSIONER LUDHIANA_IDA,,,LUDHIANA-2,Budhewal (187),7/14/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_a3273326ab962dc6,,0,1,0,0,0
Bhola Singh,WS/MP814/2023-2024/4022 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,SHIKARPUR,Surjawali,7/16/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_e17939aba64a3433,,0,1,0,0,0
Janardan Mishra,WS/MP644/2023-2024/21278 - Street lights,Normal/Others,Madhya Pradesh,REWA,DISTRICT COLLECTOR REWA_IDA,,,HANUMANA,Dadar,9/15/2023,872300,Approved by IDA,Sanctioned,Lok Sabha,872300,,,MPLADS_4d8e4263cf426120,,0,1,0,0,0
Dr. Vijay Kumar Singh (Retd) General,WS/MP400/2023-2024/3522 - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Uttar Pradesh,GHAZIABAD,DISTRICT MAGISTRAE GHAZIABAD_IDA,,,LONI,Sharfuddinpur Javli,7/13/2023,1207200,Approved by IDA,Sanctioned,Lok Sabha,1207200,,,MPLADS_4f16b538a6e3dcb1,,0,1,0,0,0
Brijendra Singh,WS/MP593/2023-2024/14446 - Purchase of mobile water tankers,Normal/Others,Haryana,HISAR,DEPUTY COMMISSIONER HISSAR_IDA,,,UKLANA,Surewala(86),8/30/2023,158000,Approved by IDA,Sanctioned,Lok Sabha,158000,,,MPLADS_c93c1ab54feedf29,,0,1,0,0,0
Pashupati Nath Singh,WS/MP434/2023-2024/47023 - Installing hand pumps,Normal/Others,Jharkhand,DHANBAD,DEPUTY COMMISSIONER BOKARO_IDA,,,CHANDANKIYARI,Banshtora,11/7/2023,86000,Approved by IDA,Sanctioned,Lok Sabha,86000,7/11/2023,7/11/2023,MPLADS_6bf810a9ab9b9da6,1151,0,0,0,0,0
Smt Gitaben Vajesingbhai Rathva,"WS/MP328/2023-2024/2547 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Gujarat,CHHOTA UDAIPUR(ST),DISTRICT COLLECTOR NARMADA_IDA,,,NANDOD,Navra,7/6/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,6/7/2023,6/7/2023,MPLADS_17fce4fa4b9980a4,1185,0,0,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/10898 - Street lights,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,,,NAWABGANJ,Kurar,8/18/2023,198200,Approved by IDA,Sanctioned,Lok Sabha,198200,,,MPLADS_5ab8ae5b98834979,,0,1,0,0,0
Seyed Tufail Hasan,WS/MP464/2023-2024/7398 - Lighting of public spaces,Normal/Others,Uttar Pradesh,MORADABAD,DISTRICT MAGISTRATE MORADABAD_IDA,,,DILARI,Tagala,8/1/2023,173600,Approved by IDA,Sanctioned,Lok Sabha,173600,1/8/2023,1/8/2023,MPLADS_344b60ab036fd8bf,1335,0,0,0,0,0
Suresh Pujari,WS/MP705/2023-2024/19396 - Construction of community centers and community halls,Normal/Others,Odisha,BARGARH,DISTRICT COLLECTOR BARAGARH_IDA,,,BARGARH,Dumerpali,9/13/2023,250000,Approved by IDA,Sanctioned,Lok Sabha,250000,,,MPLADS_66dd156135508577,,0,1,0,0,0
SH Derek o Brien,WS/MP220/2023-2024/4664 - Installing tube-wells and borewells,Normal/Others,West Bengal,Sitting Rajya Sabha,DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA,,,PANSKURA-I,Kenasi Brindaban Chak,7/19/2023,200000,Approved by IDA,Sanctioned,Rajya Sabha,200000,,,MPLADS_79a8131d90e15afb,,0,1,0,0,0
Sangam Lal Gupta,WS/MP807/2023-2024/32431 - Street lights,Normal/Others,Uttar Pradesh,PRATAPGARH,DISTRICT MAGISTRAE PRATAPGARH_IDA,,,BABA BELKHARNATH DHAM,Khujhi Kala,10/5/2023,186000,Approved by IDA,Sanctioned,Lok Sabha,186000,5/10/2023,5/10/2023,MPLADS_c18a4bb6e817f62b,1213,0,0,0,0,0
Dr . Sumer Singh Solanki,WS/MP010/2023-2024/15072 - Purchase of mobile water tankers,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR DHAR_IDA,,,KUKSHI,Doi,9/1/2023,156733,Approved by IDA,Sanctioned,Rajya Sabha,156733,1/9/2023,1/9/2023,MPLADS_b0ed513270d09299,1334,0,0,0,0,0
Ajay Tamta,WS/MP477/2023-2024/14139 - Construction of footpaths and pedestrian ways,Normal/Others,Uttarakhand,ALMORA(SC),DISTRICT MAGISTRATE ALMORA_IDA,,,LAMGARA,Gutholi,8/29/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_4ff06fe18df90710,,0,1,0,0,0
Vijay Baghel,"WS/MP568/2023-2024/14963 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,DURG,DISTRICT COLLECTOR DURG_IDA,,,PATAN,Kesra,9/1/2023,1000000,Approved by IDA,Sanctioned,Lok Sabha,1000000,1/9/2023,1/9/2023,MPLADS_d207c2aa3f18dbeb,1334,0,0,0,0,0
Ramakant Bhargava,"WS/MP649/2023-2024/19731 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Madhya Pradesh,VIDISHA,DISTRICT COLLECTOR RAISEN_IDA,,,GAIRATGANJ,Baber,9/13/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_8906fbbc03497bfa,,0,1,0,0,0
Sangam Lal Gupta,WS/MP807/2023-2024/32428 - Street lights,Normal/Others,Uttar Pradesh,PRATAPGARH,DISTRICT MAGISTRAE PRATAPGARH_IDA,,,ASPUR DEOSARA,Babhanpur,10/5/2023,186000,Approved by IDA,Sanctioned,Lok Sabha,186000,5/10/2023,5/10/2023,MPLADS_5f354045ebd8c2f9,1213,0,0,0,0,0
Girish Chandra,WS/MP790/2023-2024/4903 - Lighting of public spaces,Normal/Others,Uttar Pradesh,NAGINA(SC),DISTRICT MAGISTRATE BIJNOR_IDA,,,NOORPUR,Majhola Billoch,7/20/2023,166400,Approved by IDA,Sanctioned,Lok Sabha,166400,,,MPLADS_b8b993027a0222a8,,0,1,0,0,0
Faggan Singh Kulaste,"WS/MP640/2023-2024/23805 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Madhya Pradesh,MANDLA(ST),District Collector Dindori_IDA,,,DINDORI,Basaniya Mal.,9/20/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,,,MPLADS_ad7afe57a38cb470,,0,1,0,0,0
Mohan Mandavi,WS/MP565/2023-2024/15983 - Construction of common work sheds/ common covered sitting area,Normal/Others,Chhattisgarh,KANKER(ST),Collector Balod_IDA,,,GURUR,Bohara,9/4/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,4/9/2023,4/9/2023,MPLADS_3fae10a1b7e667f5,1244,0,0,0,0,0
Dr . Sumer Singh Solanki,WS/MP010/2023-2024/15090 - Purchase of mobile water tankers,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR DHAR_IDA,,,NISARPUR,Nisarpur,9/1/2023,156733,Approved by IDA,Sanctioned,Rajya Sabha,156733,1/9/2023,1/9/2023,MPLADS_9d0d03523036dfc2,1334,0,0,0,0,0
SHRI Ramji,WS/MP198/2023-2024/7925 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,BISALPUR,Dhuksi Mustqil,8/3/2023,283000,Approved by IDA,Sanctioned,Rajya Sabha,283000,3/8/2023,3/8/2023,MPLADS_bfbb2a4c5bbebcdb,1276,0,0,0,0,0
Dinesh Chandra Yadav,"WS/MP558/2023-2024/43450 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Bihar,MADHEPURA,DISTRICT PLANNING OFFICER SAHARSA_IDA,Kahra,33,,,11/2/2023,400000,Approved by IDA,Sanctioned,Lok Sabha,400000,2/11/2023,2/11/2023,MPLADS_5b16f7f3c238526a,1301,0,0,0,0,0
Girish Chandra,WS/MP790/2023-2024/4702 - Lighting of public spaces,Normal/Others,Uttar Pradesh,NAGINA(SC),DISTRICT MAGISTRATE BIJNOR_IDA,,,HALDAUR(KHARI JHALU),Umari,7/19/2023,166400,Approved by IDA,Sanctioned,Lok Sabha,166400,,,MPLADS_6f83090884196397,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6326 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,Shahjahanpur,Awas Vikas,,,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_bc305824e19efdc9,,0,1,0,0,0
Shri Mithilesh Kumar,WS/MP190/2023-2024/37005 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,Powayan,Powayan,,,10/14/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,,,MPLADS_50cc9a48f6bfc678,,0,1,0,0,0
SHRI K T S Tulsi,WS/MP177/2023-2024/12213 - Installing tube-wells and borewells,Normal/Others,Chhattisgarh,Sitting Rajya Sabha,Collector SB_IDA,,,SARANGARH,Mudiyadih,8/22/2023,500000,Approved by IDA,Sanctioned,Rajya Sabha,500000,,,MPLADS_8e75a9a667011abc,,0,1,0,0,0
Rebati Tripura,"WS/MP463/2023-2024/10265 - Purchase of smart boards, visual display units and projectors",Normal/Others,Tripura,TRIPURA EAST(ST),DISTRICT MAGISTRATE and COLLECTOR GOMATI DISTRICT UDAIPUR_IDA,,,Amarpur,Natun bazar,8/17/2023,6995000,Approved by IDA,Sanctioned,Lok Sabha,6995000,,,MPLADS_5233f5b82ef7b0bd,,0,1,0,0,0
Smt Gitaben Vajesingbhai Rathva,"WS/MP328/2023-2024/2543 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Gujarat,CHHOTA UDAIPUR(ST),DISTRICT COLLECTOR NARMADA_IDA,,,NANDOD,Hajarpara,7/6/2023,400000,Approved by IDA,Sanctioned,Lok Sabha,400000,6/7/2023,6/7/2023,MPLADS_6f3b0eb1e13d1b87,1185,0,0,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/27800 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,FATEHPUR,Karaundi,9/28/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_4576269d43f50567,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6564 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,BANDA,Nagra J Navadia,7/27/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_82b1603e18eae51c,,0,1,0,0,0
Girish Chandra,WS/MP790/2023-2024/62137 - Lighting of public spaces,Normal/Others,Uttar Pradesh,NAGINA(SC),DISTRICT MAGISTRATE BIJNOR_IDA,,,MOHAMMEDPUR DEOMAL,Barooki,12/14/2023,174000,Approved by IDA,Sanctioned,Lok Sabha,174000,,,MPLADS_ea649ff41632e47a,,0,1,0,0,0
Gulam Ali (NRS),WS/MP839/2023-2024/34067 - Lighting of public spaces,Normal/Others,Jammu And Kashmir,Nominated Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,BANDA,Hansapur,10/7/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,7/10/2023,7/10/2023,MPLADS_5e59e6197ddee03d,1152,0,0,0,0,0
SHRI Digvijay Singh,WS/MP232/2023-2024/10543 - Construction of buildings for community cultural activities,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR RAJGARH_IDA,,,KHILCHIPUR,Sikandri,8/17/2023,500000,Approved by IDA,Sanctioned,Rajya Sabha,500000,,,MPLADS_f098e1df1ddbce2e,,0,1,0,0,0
Seyed Tufail Hasan,"WS/MP464/2023-2024/14864 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,MORADABAD,DISTRICT MAGISTRATE MORADABAD_IDA,,,CHHAJLET,Hari Noorpur,9/1/2023,521000,Approved by IDA,Sanctioned,Lok Sabha,521000,1/9/2023,1/9/2023,MPLADS_3f3715e065005c40,1334,0,0,0,0,0
SHRI Hishey Lachungpa,WS/MP174/2023-2024/12349 - Providing drains and gutters for public drainage,Normal/Others,Sikkim,Sitting Rajya Sabha,DISTRICT COLLECTOR EAST DISTRICT_IDA,Gangtok (M Corp.),2-Lower Burtuk,,,8/23/2023,1000000,Approved by IDA,Sanctioned,Rajya Sabha,1000000,,,MPLADS_797f9a45e20c0e18,,0,1,0,0,0
Shri Mithilesh Kumar,WS/MP190/2023-2024/36995 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,KHUTAR,Kesarpur Mafi,10/14/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,,,MPLADS_422022483be16674,,0,1,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/27542 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,FATEHPUR,Lalapur,9/27/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_6fe934503b76f98b,,0,1,0,0,0
Ramprit Mandal,WS/MP508/2023-2024/1465 - Construction of Rainwater Harvesting Parks –demo projects – subject to only one per municipality,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,PHULPARAS,Bathnaha,6/22/2023,550000,Approved by IDA,Sanctioned,Lok Sabha,550000,,,MPLADS_590b92c90fa97efa,,0,1,0,0,0
Mohammad Sadique,WS/MP715/2023-2024/14184 - Construction of rooms and halls in school and colleges,Normal/Others,Punjab,FARIDKOT(SC),DEPUTY COMMISSIONER FARIDKOT_IDA,Kot Kapura,1,,,8/29/2023,400000,Approved by IDA,Sanctioned,Lok Sabha,400000,,,MPLADS_73075f198be92123,,0,1,0,0,0
SHRI Samir Oraon,"WS/MP229/2023-2024/55513 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Jharkhand,Sitting Rajya Sabha,DEPUTY COMMISSIONER LOHARDAGA_IDA,Lohardaga,22,,,12/2/2023,1000000,Approved by IDA,Sanctioned,Rajya Sabha,1000000,2/12/2023,2/12/2023,MPLADS_de2ed1d3dea307d9,1300,0,0,0,0,0
Shri Kunwar Danish Ali,WS/MP408/2023-2024/38650 - Lighting of public spaces,Normal/Others,Uttar Pradesh,AMROHA,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,,,JOYA,Haibatpur,10/19/2023,167300,Approved by IDA,Sanctioned,Lok Sabha,167300,,,MPLADS_6a0b7d7b56b99009,,0,1,0,0,0
Bhola Singh,WS/MP814/2023-2024/4014 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,JAHANGIRABAD,Parawana Mahmudpur,7/16/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_c0c10db85cd44f71,,0,1,0,0,0
Dayakar Pasunoori,WS/MP764/2023-2024/6391 - Lighting of public spaces,Normal/Others,Telangana,WARANGEL(SC),District Collector Warangal_IDA,,,WARDHANNA PET,Katrial,7/26/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_991c0d7b6b7e4664,,0,1,0,0,0
Uttam Kumar Nalamada Reddy,"WS/MP771/2023-2024/56486 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Telangana,NALGONDA,DISTRICT COLLECTOR SURYAPET_IDA,Kodad,23rd ward,,,12/5/2023,400000,Approved by IDA,Sanctioned,Lok Sabha,400000,5/12/2023,5/12/2023,MPLADS_44df6deabcd8d573,1211,0,0,0,0,0
Smt Gitaben Vajesingbhai Rathva,"WS/MP328/2023-2024/2541 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Gujarat,CHHOTA UDAIPUR(ST),DISTRICT COLLECTOR NARMADA_IDA,,,GARUDESHWAR,Timrava,7/6/2023,250000,Approved by IDA,Sanctioned,Lok Sabha,250000,6/7/2023,6/7/2023,MPLADS_a2eabe4049e70576,1185,0,0,0,0,0
Maulana Ajmal Badruddin,"WS/MP534/2023-2024/66618 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Assam,DHUBRI,DEPUTY COMMISSIONER DHUBRI_IDA,,,RUPSHI,Tiamari Pt.I,12/20/2023,384160,Approved by IDA,Sanctioned,Lok Sabha,384160,,,MPLADS_5a9e5a9380001527,,0,1,0,0,0
Shri Som Prakash,"WS/MP378/2023-2024/1335 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,HAJIPUR,Biggowal (342),6/19/2023,250000,Approved by IDA,Sanctioned,Lok Sabha,250000,,,MPLADS_35fdafecffc8e5e4,,0,1,0,0,0
SHRI Digvijay Singh,WS/MP232/2023-2024/9952 - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR RAISEN_IDA,,,UDAIPURA,Pachama,8/16/2023,500000,Approved by IDA,Sanctioned,Rajya Sabha,500000,,,MPLADS_7b4a5bbac965b0b7,,0,1,0,0,0
Smt Himadri Singh,WS/MP654/2023-2024/10225 - Street lights,Normal/Others,Madhya Pradesh,SHAHDOL (ST),DISTRICT COLLECTOR ANUPPUR_IDA,,,PUSHPRAJGARH,Koylari,8/16/2023,279150,Approved by IDA,Sanctioned,Lok Sabha,279150,,,MPLADS_9e3db773780a8594,,0,1,0,0,0
SH Vijay Pal Singh Tomar,"WS/MP185/2023-2024/31544 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAPUR_IDA,,,GARH MUKTESHWAR,Sadullapur Lodi,10/4/2023,400000,Approved by IDA,Sanctioned,Rajya Sabha,400000,4/10/2023,4/10/2023,MPLADS_6b3b8dc1284f51b0,1243,0,0,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/10891 - Street lights,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,Kaimganj,hanuman gadi,,,8/18/2023,198200,Approved by IDA,Sanctioned,Lok Sabha,198200,,,MPLADS_75ee8444af1c20fb,,0,1,0,0,0
Kaushal Kishore,"WS/MP471/2023-2024/22213 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,MOHANLALGANJ(SC),DISTRICT MAGISTRAE LUCKNOW_IDA,,,SAROJANINAGAR,Mati,9/17/2023,586000,Approved by IDA,Sanctioned,Lok Sabha,586000,,,MPLADS_ceb301072be73794,,0,1,0,0,0
Brijendra Singh,WS/MP593/2023-2024/9191 - Purchase of mobile water tankers,Normal/Others,Haryana,HISAR,DEPUTY COMMISSIONER HISSAR_IDA,,,HISAR-I,Khokha(28),8/14/2023,158000,Approved by IDA,Sanctioned,Lok Sabha,158000,,,MPLADS_cdbc0b25092ec9c0,,0,1,0,0,0
Shri Javed Ali Khan,WS/MP187/2023-2024/1557 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Navdia Sultanpur,6/23/2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,283200,,,MPLADS_947a6fad96e848aa,,0,1,0,0,0
Shri Narendra Modi,WS/MP405/2023-2024/57097 - Lighting of public spaces,Normal/Others,Uttar Pradesh,VARANASI,DISTRICT MAGISTRAE VARANASI_IDA,,,SEVAPURI,Lalpur,12/6/2023,119126,Approved by IDA,Sanctioned,Lok Sabha,119126,6/12/2023,6/12/2023,MPLADS_bb2d4046a41734ee,1180,0,0,0,0,0
Sanjay Seth,"WS/MP435/2023-2024/44136 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Jharkhand,RANCHI,DEPUTY COMMISSIONER RANCHI_IDA,Ranchi,32,,,11/3/2023,563600,Approved by IDA,Sanctioned,Lok Sabha,563600,3/11/2023,3/11/2023,MPLADS_2561ebba3b90a34a,1273,0,0,0,0,0
Mahabali Singh,WS/MP003/2023-2024/9487 - Street lights,Normal/Others,Bihar,KARAKAT,District Planning Officer Rohtas_IDA,,,KARAKAT,Karup,8/14/2023,940000,Approved by IDA,Sanctioned,Lok Sabha,940000,,,MPLADS_8d1cb9f8443b72cb,,0,1,0,0,0
Talari Rangaiah,"WS/MP531/2023-2024/8767 - Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",Repair and Renovation,Andhra Pradesh,ANANTAPUR,DISTRICT COLLECTOR ANANTAPUR_IDA,ANANTAPUR,36,,,8/11/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,11/8/2023,11/8/2023,MPLADS_1e9c5ef378e62a0a,1031,0,0,0,0,0
Shri Chandra Prakash Choudhary,WS/MP334/2023-2024/36761 - Lighting of public spaces,Normal/Others,Jharkhand,GIRIDIH,DEPUTY COMMISSIONER BOKARO_IDA,,,GOMIA,PALIHARI GURUDIH,10/13/2023,150000,Approved by IDA,Sanctioned,Lok Sabha,150000,,,MPLADS_55fe8435b4bdb93e,,0,1,0,0,0
Bhola Singh,WS/MP814/2023-2024/1029 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,PAHASU,Pahasu (Dehat),6/13/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_41ede960bb3a9b8e,,0,1,0,0,0
