MP NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED DATE,ALLOCATION AMOUNT,IDA APPROVAL,STATUS,HOUSE,ALLOCATION_AMOUNT_NUM,RECOMMENDED_DATE_PARSED,RECOMMENDED_DATE,PROJECT_ID,PROJECT_AGE_DAYS,FUTURE_DATE_FLAG,MISSING_DATE_FLAG,MISSING_AMOUNT_FLAG,ZERO_OR_NEGATIVE_AMOUNT_FLAG,MISSING_CRITICAL_FIELDS
Shri Aditya Prasad,WS/MP081/2023-2024/2097 - Renovation of ponds and lakes,Normal/Others,Jharkhand,Sitting Rajya Sabha,DEPUTY COMMISSIONER RANCHI_IDA,Ranchi,35,,,7/2/2023,500000,Approved by IDA,Sanctioned,Rajya Sabha,500000,2/7/2023,2/7/2023,MPLADS_aca744147bff4498,1305,0,0,0,0,0
SHRI Samir Oraon,WS/MP229/2023-2024/25215 - Construction of public toilets and bathrooms,Normal/Others,Jharkhand,Sitting Rajya Sabha,DEPUTY COMMISSIONER RANCHI_IDA,,,BERO,Chachkapi,9/23/2023,1485000,Approved by IDA,Sanctioned,Rajya Sabha,1485000,,,MPLADS_da306f9b5b3104e8,,0,1,0,0,0
Pashupati Nath Singh,WS/MP434/2023-2024/19068 - Installing hand pumps,Normal/Others,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD_IDA,,,GOVINDPUR,Bhitia,9/12/2023,86000,Approved by IDA,Sanctioned,Lok Sabha,86000,12/9/2023,12/9/2023,MPLADS_9ac3cac585bc149d,1000,0,0,0,0,0
Shri Rajmani Patel,WS/MP105/2023-2024/14475 - Common work sheds for artisans,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR REWA_IDA,,,JAWA,Andawa,8/30/2023,199000,Approved by IDA,Sanctioned,Rajya Sabha,199000,,,MPLADS_873c66b7a3b8343e,,0,1,0,0,0
Smt Jaskaur Meena,WS/MP387/2023-2024/13789 - Installing community drinking water plants,Normal/Others,Rajasthan,DAUSA(ST),DISTRICT COLLECTOR DAUSA_IDA,,,RAMGARH PACHWARA,Godawas,8/28/2023,137500,Approved by IDA,Sanctioned,Lok Sabha,137500,,,MPLADS_cacb423ac7d69731,,0,1,0,0,0
Dayakar Pasunoori,WS/MP764/2023-2024/6390 - Lighting of public spaces,Normal/Others,Telangana,WARANGEL(SC),District Collector Warangal_IDA,,,WARDHANNA PET,Bandauthapur,7/26/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_7067d8785c7e3468,,0,1,0,0,0
Dhal Singh Bisen,WS/MP441/2023-2024/16715 - Purchase of mobile water tankers,Normal/Others,Madhya Pradesh,BALAGHAT,DISTRICT COLLECTOR BALAGHAT_IDA,Lanji,2,,,9/5/2023,205055,Approved by IDA,Sanctioned,Lok Sabha,205055,5/9/2023,5/9/2023,MPLADS_8113d2a524c83cdf,1214,0,0,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6303 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,JALALABAD,Bhuriabhoor,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_7a4a500cfe08d82b,,0,1,0,0,0
Shri Rajmani Patel,"WS/MP105/2023-2024/14557 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR REWA_IDA,,,RAIPUR KARCHULIYAN,Deogaon,8/31/2023,299000,Approved by IDA,Sanctioned,Rajya Sabha,299000,,,MPLADS_0c9cb1d952042c9a,,0,1,0,0,0
Smt. Mahua Maji,WS/MP007/2023-2024/3155 - Installing tube-wells and borewells,Normal/Others,Jharkhand,Sitting Rajya Sabha,DEPUTY COMMISSIONER RANCHI_IDA,Ranchi,18,,,7/11/2023,460800,Approved by IDA,Sanctioned,Rajya Sabha,460800,11/7/2023,11/7/2023,MPLADS_2f649b7c7327c5c3,1032,0,0,0,0,0
SHRI Anil Agarwal,"WS/MP193/2023-2024/22951 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE GHAZIABAD_IDA,,,RAJAPUR,Kanauja,9/19/2023,996000,Approved by IDA,Sanctioned,Rajya Sabha,996000,,,MPLADS_35abd05b58c15ace,,0,1,0,0,0
Sardar Simranjit Singh Mann,WS/MP382/2023-2024/35384 - Installing community drinking water plants,Normal/Others,Punjab,SANGRUR,DEPUTY COMMISSIONER SANGRUR_IDA,,,ANDANA,Surjan Bhaini (103),10/10/2023,85000,Approved by IDA,Sanctioned,Lok Sabha,85000,10/10/2023,10/10/2023,MPLADS_17fcf9ff53f0c0c4,1060,0,0,0,0,0
SHRI Samir Oraon,WS/MP229/2023-2024/25348 - Construction of public toilets and bathrooms,Normal/Others,Jharkhand,Sitting Rajya Sabha,DEPUTY COMMISSIONER RANCHI_IDA,,,LAPUNG,Raitoli,9/23/2023,1485000,Approved by IDA,Sanctioned,Rajya Sabha,1485000,,,MPLADS_1c52567ef2f54651,,0,1,0,0,0
SR Parthiban,"WS/MP752/2023-2024/49866 - Purchase of smart boards, visual display units and projectors",Normal/Others,Tamil Nadu,SALEM,DISTRICT COLLECTOR SALEM_IDA,,,VEERAPANDI,Veerapandi,11/16/2023,470000,Approved by IDA,Sanctioned,Lok Sabha,470000,,,MPLADS_662d7f95f39bd0f1,,0,1,0,0,0
Narendra Singh Tomar,"WS/MP645/2023-2024/34984 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Madhya Pradesh,MORENA,District Collector Sheopur_IDA,,,VIJAYPUR,Madha,10/9/2023,550000,Approved by IDA,Sanctioned,Lok Sabha,550000,9/10/2023,9/10/2023,MPLADS_f891816ef4399823,1090,0,0,0,0,0
Mohammad Sadique,WS/MP715/2023-2024/9357 - Installation of fixed garden gym equipment,Normal/Others,Punjab,FARIDKOT(SC),Deputy Commissioner Moga_IDA,,,MOGA-I,Ramuwala Nawan (94),8/14/2023,315000,Approved by IDA,Sanctioned,Lok Sabha,315000,,,MPLADS_f9687c13eeaf8b64,,0,1,0,0,0
SHRI Muzibulla Khan,"WS/MP135/2023-2024/9906 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR NABARANGPUR_IDA,,,NABARANGPUR,Tanda,8/16/2023,300000,Approved by IDA,Sanctioned,Rajya Sabha,300000,,,MPLADS_c6b940788814ee34,,0,1,0,0,0
Shri LS Tejasvi Surya,WS/MP341/2023-2024/8236 - Purchase of non-conventional energy system and devices for community use,Normal/Others,Karnataka,BANGALORE SOUTH,DEPUTY COMMISSIONER BANGALORE URBAN_IDA,BBMP,133 - Hampinagar,,,8/6/2023,750000,Approved by IDA,Sanctioned,Lok Sabha,750000,6/8/2023,6/8/2023,MPLADS_436217ba77bd1e9f,1184,0,0,0,0,0
Brijendra Singh,WS/MP593/2023-2024/9186 - Purchase of mobile water tankers,Normal/Others,Haryana,HISAR,DEPUTY COMMISSIONER HISSAR_IDA,,,BARWALA,Bobua(120),8/14/2023,158000,Approved by IDA,Sanctioned,Lok Sabha,158000,,,MPLADS_e860178f0939410d,,0,1,0,0,0
Shri Mithilesh Kumar,WS/MP190/2023-2024/37121 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,BANDA,Natiura,10/15/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,,,MPLADS_432f31ced706ac6b,,0,1,0,0,0
Shri Chandra Prakash Choudhary,WS/MP334/2023-2024/36755 - Lighting of public spaces,Normal/Others,Jharkhand,GIRIDIH,DEPUTY COMMISSIONER BOKARO_IDA,,,GOMIA,SASBEDA WEST,10/13/2023,150000,Approved by IDA,Sanctioned,Lok Sabha,150000,,,MPLADS_e7c701536f0f2285,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6056 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,POWAYAN,Deoriya,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_7c584205691991d4,,0,1,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/3703 - Street lights,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,,,RAJEPUR,Amritpur,7/14/2023,198200,Approved by IDA,Sanctioned,Lok Sabha,198200,,,MPLADS_6b3631ce8045fcdf,,0,1,0,0,0
D Ravikumar,WS/MP457/2023-2024/6692 - Purchase of furniture and fixtures for educational purposes,Normal/Others,Tamil Nadu,VILUPPURAM(SC),DISTRICT COLLECTOR VILLUPURAM_IDA,,,MAILAM,Rettanai,7/27/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_86763bc7f20b69f8,,0,1,0,0,0
SHRI Samir Oraon,WS/MP229/2023-2024/25337 - Construction of culverts and bridges,Normal/Others,Jharkhand,Sitting Rajya Sabha,DEPUTY COMMISSIONER RANCHI_IDA,,,LAPUNG,Sarangloya,9/23/2023,800000,Approved by IDA,Sanctioned,Rajya Sabha,800000,,,MPLADS_cdf33c33dd98b0bc,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6061 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,SINDHAULI,Karaundi,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_c2d75a5a38c97111,,0,1,0,0,0
Sunil Kumar Soni,WS/MP567/2023-2024/9414 - Construction of community centers and community halls,Normal/Others,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR_IDA,,,TILDA,Kota,8/14/2023,400000,Approved by IDA,Sanctioned,Lok Sabha,400000,,,MPLADS_912a822ebc04dfdf,,0,1,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/27154 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,FATEHPUR,Israli,9/27/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_1e2fbcbe23fd9877,,0,1,0,0,0
SHRI Rajendra Gehlot,"WS/MP151/2023-2024/29146 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Rajasthan,Sitting Rajya Sabha,DISTRICT COLLECTOR JODHPUR_IDA,,,OSIAN,Dabri,9/30/2023,500000,Approved by IDA,Sanctioned,Rajya Sabha,500000,,,MPLADS_03b14b2315d6913c,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6309 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,JALALABAD,Bhuriabhoor,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_4ec3d404df716817,,0,1,0,0,0
Virendra Kumar,WS/MP638/2023-2024/27874 - Development of public parks,Normal/Others,Madhya Pradesh,TIKAMGARH(SC),District Collector Chhatarpur_IDA,,,NOWGONG,Karatha,9/28/2023,193000,Approved by IDA,Sanctioned,Lok Sabha,193000,,,MPLADS_84e1fcb1b41889ef,,0,1,0,0,0
Anurag Singh Thakur,WS/MP517/2023-2024/39434 - Construction of boundary walls of existing public and community buildings,Normal/Others,Himachal Pradesh,HAMIRPUR_HP,DEPUTY COMMISSIONER HAMIRPUR_IDA,,,BIJHRI,Dhanghota (34/82),10/21/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_5fbc496f3c072308,,0,1,0,0,0
Vijay Baghel,WS/MP568/2023-2024/22534 - Construction of community centers and community halls,Normal/Others,Chhattisgarh,DURG,DISTRICT COLLECTOR DURG_IDA,,,PATAN,Raveli,9/18/2023,100000,Approved by IDA,Sanctioned,Lok Sabha,100000,,,MPLADS_6a347af71bfd4015,,0,1,0,0,0
Shri Kunwar Danish Ali,WS/MP408/2023-2024/6011 - Lighting of public spaces,Normal/Others,Uttar Pradesh,AMROHA,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,Amroha,34,,,7/24/2023,167300,Approved by IDA,Sanctioned,Lok Sabha,167300,,,MPLADS_9ce7fb5967c7966b,,0,1,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/3475 - Street lights,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,,,RAJEPUR,Rajaipur Rathauri,7/13/2023,198200,Approved by IDA,Sanctioned,Lok Sabha,198200,,,MPLADS_d85c3519b2ed0ad7,,0,1,0,0,0
Brijendra Singh,WS/MP593/2023-2024/9208 - Purchase of mobile water tankers,Normal/Others,Haryana,HISAR,DEPUTY COMMISSIONER HISSAR_IDA,,,HANSI-II,Khanda Kheri(67),8/14/2023,155000,Approved by IDA,Sanctioned,Lok Sabha,155000,,,MPLADS_27afc152d5897560,,0,1,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/10828 - Street lights,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,,,KAIMGANJ,Narainamau,8/18/2023,198200,Approved by IDA,Sanctioned,Lok Sabha,198200,,,MPLADS_b42ece5968763473,,0,1,0,0,0
Bhola Singh,WS/MP814/2023-2024/1097 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,AGAUTA,Luharli,6/13/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_cc902747496690f2,,0,1,0,0,0
Pashupati Nath Singh,"WS/MP434/2023-2024/22084 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD_IDA,Dhanbad,40,,,9/17/2023,300000,Approved by IDA,Sanctioned,Lok Sabha,300000,,,MPLADS_75e16eb3a5a5bc33,,0,1,0,0,0
Maulana Ajmal Badruddin,WS/MP534/2023-2024/66617 - Construction of boundary walls of existing public and community buildings,Normal/Others,Assam,DHUBRI,DEPUTY COMMISSIONER DHUBRI_IDA,,,GAURIPUR,Choto Bashjani,12/20/2023,240100,Approved by IDA,Sanctioned,Lok Sabha,240100,,,MPLADS_b52917faa8044092,,0,1,0,0,0
Kripanath Mallah,WS/MP540/2023-2024/8809 - Construction of community centers and community halls,Normal/Others,Assam,KARIMGANJ (SC),DEPUTY COMMISSIONER CACHAR_IDA,,,TAPANG,Srikona Grant,8/11/2023,1000000,Approved by IDA,Sanctioned,Lok Sabha,1000000,11/8/2023,11/8/2023,MPLADS_f5af9cac6bd1febb,1031,0,0,0,0,0
Dr . Sumer Singh Solanki,WS/MP010/2023-2024/29515 - Construction of boundary walls of existing public and community buildings,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR BADWANI_IDA,,,SENDHAWA,Dudhkheda,9/30/2023,1925000,Approved by IDA,Sanctioned,Rajya Sabha,1925000,,,MPLADS_e4b2a5de0da98e00,,0,1,0,0,0
Dr Umesh G Jadhav,WS/MP340/2023-2024/8867 - Lighting of public spaces,Normal/Others,Karnataka,GULBARGA(SC),DEPUTY COMMISSIONER GULBARGA_IDA,,,KAMALAPUR,Madki,8/11/2023,555000,Approved by IDA,Sanctioned,Lok Sabha,555000,11/8/2023,11/8/2023,MPLADS_2d93022970208aa9,1031,0,0,0,0,0
Vijay Kumar Hansdak,WS/MP607/2023-2024/82018 - Construction of public toilets and bathrooms,Normal/Others,Jharkhand,RAJMAHAL(ST),DEPUTY COMMISSIONER SAHEBGANJ_IDA,,,Pathna,Taljhari,1/14/2024,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_c5828f6a14fd9f7c,,0,1,0,0,0
Shri Mithilesh Kumar,WS/MP190/2023-2024/37548 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,BHAWAL KHERA,Baraban,10/16/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,,,MPLADS_1eba6d4efded37e7,,0,1,0,0,0
Vijay Baghel,"WS/MP568/2023-2024/22519 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,DURG,DISTRICT COLLECTOR DURG_IDA,,,PATAN,Tarrighat,9/18/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,,,MPLADS_4c45ff304ba36621,,0,1,0,0,0
Mohammad Sadique,WS/MP715/2023-2024/9297 - Installation of fixed garden gym equipment,Normal/Others,Punjab,FARIDKOT(SC),Deputy Commissioner Moga_IDA,,,MOGA-I,Dosanjh (26),8/14/2023,315000,Approved by IDA,Sanctioned,Lok Sabha,315000,,,MPLADS_2e9ea423b183891a,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6328 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,DADROL,Piprola Ahmedpur,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_e55c281d583efb59,,0,1,0,0,0
Shri Abdul Khaleque,"WS/MP314/2023-2024/92746 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Assam,BARPETA,DEPUTY COMMISSIONER BARPETA_IDA,,,Barpeta,Joti Gaon,1/31/2024,1000000,Approved by IDA,Sanctioned,Lok Sabha,1000000,,,MPLADS_89b59cbdff47cf94,,0,1,0,0,0
Shri Kunwar Danish Ali,WS/MP408/2023-2024/38720 - Lighting of public spaces,Normal/Others,Uttar Pradesh,AMROHA,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,,,AMROHA,Khandsal Kalan,10/19/2023,167300,Approved by IDA,Sanctioned,Lok Sabha,167300,,,MPLADS_9b56b211f50254ff,,0,1,0,0,0
Kaushalendra Kumar,WS/MP417/2023-2024/52448 - Community Toilets,Normal/Others,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA_IDA,Biharsharif,Nalanda Dist.,,,11/24/2023,3700000,Approved by IDA,Sanctioned,Lok Sabha,3700000,,,MPLADS_b8a3ce8691ec67d0,,0,1,0,0,0
Janardan Mishra,WS/MP644/2023-2024/21195 - Street lights,Normal/Others,Madhya Pradesh,REWA,DISTRICT COLLECTOR REWA_IDA,,,RAIPUR KARCHULIYAN,Nawagaon Unmu,9/15/2023,697800,Approved by IDA,Sanctioned,Lok Sabha,697800,,,MPLADS_3539ac80e6c675fe,,0,1,0,0,0
Shri Lorho S Pfoze,WS/MP367/2023-2024/38754 - Construction of water tanks,Normal/Others,Manipur,OUTER MANIPUR(ST),Deputy Commissioner Tamenglong_ida,,,TAMENGLONG,DIMTHANLONG,10/19/2023,1000000,Approved by IDA,Sanctioned,Lok Sabha,1000000,,,MPLADS_015529a8afce1848,,0,1,0,0,0
SHRI Deepak Prakash,"WS/MP082/2023-2024/37934 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Jharkhand,Sitting Rajya Sabha,DEPUTY COMMISSIONER RANCHI_IDA,,,NAGRI,Tundiul (CT),10/17/2023,885000,Approved by IDA,Sanctioned,Rajya Sabha,885000,,,MPLADS_b01c2944517c73a1,,0,1,0,0,0
SH Manoj Kumar Jha,"WS/MP042/2023-2024/17671 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER SAHARSA_IDA,Saharsa,21,,,9/7/2023,1498900,Approved by IDA,Sanctioned,Rajya Sabha,1498900,7/9/2023,7/9/2023,MPLADS_c92afd83d859ded8,1153,0,0,0,0,0
Shri Javed Ali Khan,WS/MP187/2023-2024/1512 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Navdia Sultanpur,6/23/2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,283200,,,MPLADS_6e7d7e7798cd156a,,0,1,0,0,0
SHRI Kirodi Lal,"WS/MP150/2023-2024/10464 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Rajasthan,Sitting Rajya Sabha,DISTRICT COLLECTOR DAUSA_IDA,,,SIKRAI,Nahar Khohra,8/17/2023,250000,Approved by IDA,Sanctioned,Rajya Sabha,250000,,,MPLADS_2a29cf1910ae598c,,0,1,0,0,0
Shri Mithilesh Kumar,WS/MP190/2023-2024/37115 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,BANDA,Kulum Jujharpur,10/15/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,,,MPLADS_f28f7202fc0f1b48,,0,1,0,0,0
SHRI Sudhanshu Trivedi,"WS/MP199/2023-2024/10701 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE LUCKNOW_IDA,Lucknow,"Mahanagar, Ward-58",,,8/17/2023,1263000,Approved by IDA,Sanctioned,Rajya Sabha,1263000,,,MPLADS_35283d7cc4a5e03f,,0,1,0,0,0
Sudip Bandyopadhyay,WS/MP867/2023-2024/58779 - Lighting of public spaces,Normal/Others,West Bengal,KOLKATA UTTAR,COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA,Kolkata,19,,,12/8/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,8/12/2023,8/12/2023,MPLADS_337164c22499ce76,1119,0,0,0,0,0
Shri Mithilesh Kumar,WS/MP190/2023-2024/37234 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,KHUTAR,Hanshpur,10/15/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,,,MPLADS_31d4bdaf8f59c388,,0,1,0,0,0
Shri Kunwar Danish Ali,WS/MP408/2023-2024/38723 - Lighting of public spaces,Normal/Others,Uttar Pradesh,AMROHA,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,,,AMROHA,Makhdoompur,10/19/2023,167300,Approved by IDA,Sanctioned,Lok Sabha,167300,,,MPLADS_b55b8f045791688f,,0,1,0,0,0
Bhola Singh,WS/MP814/2023-2024/4069 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,UNCHAGAON,Farida Banger,7/16/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_d4e90bab4b9305cc,,0,1,0,0,0
Ajay Tamta,WS/MP477/2023-2024/2116 - Providing drains and gutters for public drainage,Normal/Others,Uttarakhand,ALMORA(SC),DISTRICT MAGISTRATE ALMORA_IDA,Almora,Almora,,,7/3/2023,150000,Approved by IDA,Sanctioned,Lok Sabha,150000,3/7/2023,3/7/2023,MPLADS_4b8b6215a382a842,1277,0,0,0,0,0
Shankar Lalwani,WS/MP650/2023-2024/7898 - Installing tube-wells and borewells,Normal/Others,Madhya Pradesh,INDORE,DISTRICT COLLECTOR INDORE_IDA,Rau,Ward-79,,,8/3/2023,378200,Approved by IDA,Sanctioned,Lok Sabha,378200,3/8/2023,3/8/2023,MPLADS_9b4cb34c0cbb56a8,1276,0,0,0,0,0
Vijay Kumar Hansdak,WS/MP607/2023-2024/82724 - Installation of multi-gym equipment,Normal/Others,Jharkhand,RAJMAHAL(ST),DEPUTY COMMISSIONER SAHEBGANJ_IDA,,,Taljhari,Taljhari,1/16/2024,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_8ac08f1933d6d2d0,,0,1,0,0,0
Ramakant Bhargava,"WS/MP649/2023-2024/22189 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Madhya Pradesh,VIDISHA,DISTRICT COLLECTOR RAISEN_IDA,,,GAIRATGANJ,Tekapar Khodi,9/17/2023,250000,Approved by IDA,Sanctioned,Lok Sabha,250000,,,MPLADS_92a69dc7c35c07e8,,0,1,0,0,0
Ramakant Bhargava,"WS/MP649/2023-2024/27919 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Madhya Pradesh,VIDISHA,DISTRICT COLLECTOR RAISEN_IDA,,,BEGAMGANJ,Udka,9/28/2023,250000,Approved by IDA,Sanctioned,Lok Sabha,250000,,,MPLADS_64c887bdc7f4b457,,0,1,0,0,0
SHRI Ramji,WS/MP198/2023-2024/7917 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,BILSANDA,Madhaiya Urf Ramshala,8/3/2023,283000,Approved by IDA,Sanctioned,Rajya Sabha,283000,3/8/2023,3/8/2023,MPLADS_01d3a782e52c3209,1276,0,0,0,0,0
Ramakant Bhargava,WS/MP649/2023-2024/29987 - Construction of common work sheds/ common covered sitting area,Normal/Others,Madhya Pradesh,VIDISHA,DISTRICT COLLECTOR SEHORE_IDA,,,NASRULLAGANJ,Borghati,10/2/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,2/10/2023,2/10/2023,MPLADS_6174d27426927dc4,1302,0,0,0,0,0
Rajveer Raju Bhaiya Singh,WS/MP472/2023-2024/15562 - Construction of bus-sheds or bus-stops,Normal/Others,Uttar Pradesh,ETAH,DISTRICT MAGISTRATE KASGANJ KANSHIRAMNAGAR_IDA,,,GANJ DUNDWARA,Akbarnagar Palia,9/2/2023,538600,Approved by IDA,Sanctioned,Lok Sabha,538600,2/9/2023,2/9/2023,MPLADS_333e9b46a74ca639,1303,0,0,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/10756 - Street lights,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,,,KAIMGANJ,Shadnagar,8/18/2023,198200,Approved by IDA,Sanctioned,Lok Sabha,198200,,,MPLADS_7c9fdacae164eb5c,,0,1,0,0,0
Smt Kanta Kardam,WS/MP020/2023-2024/42652 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,BULANDSHAHR,Sunahra,10/31/2023,299500,Approved by IDA,Sanctioned,Rajya Sabha,299500,,,MPLADS_3e1b2e0000b347ce,,0,1,0,0,0
SHRI Sudhanshu Trivedi,"WS/MP199/2023-2024/10699 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE LUCKNOW_IDA,Lucknow,"Rajiv Gandhi-I, Ward-76",,,8/17/2023,1340000,Approved by IDA,Sanctioned,Rajya Sabha,1340000,,,MPLADS_9b2ebac5d6d5e00b,,0,1,0,0,0
Dr Sanjeev Kumar Singari,WS/MP310/2023-2024/10299 - Installing tube-wells and borewells,Normal/Others,Andhra Pradesh,KURNOOL,DISTRICT COLLECTOR KURNOOL_IDA,,,PATTIKONDA,Jutur,8/17/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_9a036c143b260b1d,,0,1,0,0,0
